# FITOPT: [DEFAULT] NONE
# FITOPT:	 NONE
# ----------------------------------------
NVAR: 34
VARNAMES:  CID IDSURVEY TYPE FIELD CUTFLAG_SNANA zCMB zCMBERR zHD zHDERR VPEC VPECERR HOST_LOGMASS HOST_LOGMASS_ERR HOST_LOGsSFR HOST_LOGsSFR_ERR SNRMAX1 SNRMAX2 SNRMAX3 PKMJD PKMJDERR x1 x1ERR c cERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 NDOF FITCHI2 FITPROB PIa DISTCORR
# VERSION_SNANA		 = v10_45j
# TABLE NAME: FITRES
#

SN: psc300166 153 0 NULL 1 0.3327 0.0010 0.3322 0.0010 -122.0820 0.0000 10.4990 0.2120 -9.9680 0.2178 30.7242 22.5818 19.8056 55772.0 0.4 -1.11579e-02 2.62470e-01 -3.95030e-02 2.74248e-02 2.15050e+01 3.01828e-02 4.48569e-05 1.24700e-06 5.27324e-04 -8.37348e-08 -2.57650e-08 49 62.0560 0.1178 1.0000 0.0004
SN: psc300226 153 0 NULL 1 0.2992 0.0010 0.2987 0.0010 -109.6620 0.0000 11.2160 0.2340 -109.9240 0.2393 24.7764 24.2190 13.4606 55801.4 0.2 8.87420e-01 3.32320e-01 9.19640e-02 3.16313e-02 2.18835e+01 3.87677e-02 3.15487e-05 1.12649e-06 2.22270e-03 -1.58499e-07 -2.85328e-08 52 64.1892 0.1396 1.0000 0.0041
SN: psc310024 153 0 NULL 1 0.1793 0.0010 0.1799 0.0010 150.4221 0.0000 10.1520 0.3255 -999.0000 -999.0000 46.5265 38.6820 35.5613 55803.1 0.8 8.65485e-02 1.86850e-01 -6.73691e-02 3.00773e-02 2.01850e+01 5.44843e-02 1.50100e-04 7.53229e-06 -8.67519e-04 2.57956e-07 -1.76315e-07 24 31.3373 0.1781 0.0000 0.0090
SN: psc310050 153 0 NULL 1 0.5559 0.0010 0.5548 0.0010 -203.3690 0.0000 11.3260 0.1445 -999.0000 -999.0000 7.0343 5.1471 4.1517 55801.0 1.3 -6.30064e-01 8.74910e-01 4.40094e-02 8.44057e-02 2.33699e+01 8.67340e-02 8.57001e-06 6.84615e-07 1.49411e-02 -3.70464e-07 -2.51951e-08 62 37.0524 0.9963 0.1966 -0.0674
SN: psc310058 153 0 NULL 1 0.4288 0.0010 0.4280 0.0010 -157.4670 0.0000 10.2970 0.3055 -7.6820 0.3096 14.9221 14.4652 10.7783 55820.5 0.5 -2.08077e-01 4.18300e-01 -2.31676e-03 3.80621e-02 2.24815e+01 4.42664e-02 1.86587e-05 7.60731e-07 1.29686e-03 -1.85598e-07 -1.57778e-08 57 71.8851 0.1039 1.0000 -0.0237
SN: psc310141 153 0 NULL 1 0.4971 0.0010 0.4965 0.0010 -118.0450 0.0000 10.8420 0.0525 -10.4290 0.0725 10.6947 10.0169 8.1579 55808.8 2.0 -7.91499e-02 8.61180e-01 1.12770e-01 6.97957e-02 2.28090e+01 7.01993e-02 1.41300e-05 9.13586e-07 -1.93503e-02 8.68330e-08 -4.08083e-08 46 39.7928 0.7628 1.0000 -0.0494
SN: psc310185 153 0 NULL 1 0.6270 0.0010 0.6258 0.0010 -229.7080 0.0000 10.0170 0.4570 -6.9960 0.4597 10.1931 7.3321 7.2557 55832.8 1.2 1.35145e+00 9.86470e-01 -2.96227e-02 6.34164e-02 2.35034e+01 7.03492e-02 7.67433e-06 4.97251e-07 1.37879e-02 -3.39414e-07 -7.38194e-09 60 59.2230 0.5406 0.9147 -0.0810
SN: psc310205 153 0 NULL 1 0.2800 0.0010 0.2797 0.0010 -67.6236 0.0000 10.9820 0.0105 -999.0000 -999.0000 11.9221 9.3847 6.7220 55820.0 0.5 -1.15601e+00 6.71510e-01 2.72550e-01 5.90552e-02 2.25274e+01 7.95868e-02 1.74060e-05 1.27590e-06 1.08851e-02 -5.05909e-07 -6.00211e-08 40 43.9033 0.3495 0.3952 0.0058
SN: psc310219 153 0 NULL 1 0.4322 0.0010 0.4317 0.0010 -105.9690 0.0000 9.7410 0.5325 -9.0570 0.5348 20.0993 17.3593 8.7971 55827.9 0.6 -2.09819e+00 3.69070e-01 1.12520e-01 4.42919e-02 2.25214e+01 3.86667e-02 1.80092e-05 6.41368e-07 5.40723e-04 -7.04104e-08 -1.78568e-08 55 58.0135 0.4009 0.9975 -0.0252
SN: psc310226 153 0 NULL 1 0.3585 0.0010 0.3583 0.0010 -39.7451 0.0000 11.3880 0.0085 -10.1230 0.0507 21.6117 18.1199 12.9920 55829.4 0.6 -7.32214e-02 4.75480e-01 5.76744e-02 3.49835e-02 2.18272e+01 3.71243e-02 3.35150e-05 1.14597e-06 1.10838e-03 -2.02042e-07 -2.80175e-08 39 47.2316 0.2010 1.0000 -0.0053
SN: psc310240 153 0 NULL 1 0.2089 0.0010 0.2088 0.0010 -30.3747 0.0000 9.6090 0.2075 -999.0000 -999.0000 33.1392 32.1336 22.2442 55825.3 0.0 -1.14831e+00 3.12850e-01 1.25900e-01 3.12761e-02 2.14045e+01 3.65202e-02 4.89375e-05 1.64608e-06 5.49338e-04 -9.08688e-08 -4.39439e-08 25 25.7969 0.4185 0.0000 0.0064
SN: psc310271 153 0 NULL 1 0.6729 0.0010 0.6720 0.0010 -158.8220 0.0000 9.6880 0.3120 -6.9920 0.3160 9.1423 7.8165 4.1842 55826.4 1.2 1.60206e+00 9.04720e-01 -6.60273e-02 7.02583e-02 2.33358e+01 7.00429e-02 8.72449e-06 5.62834e-07 8.66976e-03 -3.57789e-07 -2.44203e-10 60 50.3283 0.8334 0.9980 -0.0526
SN: psc310332 153 0 NULL 1 0.3360 0.0010 0.3356 0.0010 -82.3273 0.0000 10.9580 0.1960 -9.5230 0.2023 12.5378 6.9387 5.7943 55838.4 0.3 2.73420e-01 5.54310e-01 2.92300e-01 5.74848e-02 2.25146e+01 7.51848e-02 1.77143e-05 1.22668e-06 1.95752e-03 -3.74307e-07 -5.03388e-08 51 56.4434 0.3125 0.9998 -0.0004
SN: psc310552 153 0 NULL 1 0.5037 0.0010 0.5028 0.0010 -184.1590 0.0000 11.2900 0.1090 -10.5390 0.1199 11.1614 8.9722 7.9235 55840.2 0.4 -2.76263e-01 5.34140e-01 1.95133e-02 4.77039e-02 2.29102e+01 6.36895e-02 1.28954e-05 7.56445e-07 1.93983e-03 -2.94651e-07 -1.31979e-08 51 52.1743 0.4671 0.9992 -0.0513
SN: psc310564 153 0 NULL 1 0.3368 0.0010 0.3362 0.0010 -123.5930 0.0000 11.8010 0.0195 -10.6470 0.0537 11.8967 7.9981 5.4062 55839.7 0.5 -1.21068e+00 5.13800e-01 -1.79881e-01 5.08077e-02 2.19812e+01 6.32055e-02 2.89552e-05 1.68561e-06 2.07329e-03 -4.63724e-07 -1.80269e-08 53 40.8782 0.9061 0.6193 -0.0005
SN: psc310578 153 0 NULL 1 0.5013 0.0010 0.5004 0.0010 -183.9780 0.0000 11.1630 0.2985 -15.5800 0.3027 6.8838 6.7320 6.7045 55828.9 1.0 -8.11301e-01 6.89150e-01 -9.84609e-02 5.43204e-02 2.29040e+01 6.48244e-02 1.29610e-05 7.73840e-07 2.16460e-03 -2.88050e-07 -6.09980e-09 61 42.1029 0.9752 0.9996 -0.0505
SN: psc320077 153 0 NULL 1 0.6024 0.0010 0.6012 0.0010 -220.7510 0.0000 11.5210 0.1215 -9.9690 0.1314 6.2752 5.5236 4.9494 55834.6 0.9 -1.75137e+00 8.86070e-01 5.50934e-02 7.64569e-02 2.33297e+01 8.32941e-02 9.00030e-06 6.90474e-07 -1.42536e-03 -3.49858e-07 -6.99692e-09 59 65.7638 0.2542 0.8105 -0.0804
SN: psc320123 153 0 NULL 1 0.4420 0.0010 0.4412 0.0010 -162.3420 0.0000 11.4010 0.0115 -11.3340 0.0513 10.0931 9.2813 6.9574 55846.0 0.4 -1.55751e+00 3.39490e-01 -1.56569e-01 5.20761e-02 2.22320e+01 5.57372e-02 2.35949e-05 1.21127e-06 3.77216e-03 -2.40431e-07 -2.97969e-08 46 35.0838 0.9000 1.0000 -0.0291
SN: psc320336 153 0 NULL 1 0.3101 0.0010 0.3100 0.0010 -35.1047 0.0000 9.4720 0.3275 -8.9170 0.3313 30.2077 17.9677 15.0217 55853.4 0.4 4.08830e-01 2.73510e-01 -1.97027e-02 3.29839e-02 2.15648e+01 4.29839e-02 4.23492e-05 1.67659e-06 1.84544e-03 -1.80019e-07 -4.67153e-08 35 28.4755 0.8098 1.0000 0.0031
SN: psc320441 153 0 NULL 1 0.3648 0.0010 0.3642 0.0010 -133.9770 0.0000 10.5220 0.1320 -9.2280 0.1412 14.3115 11.5932 6.5042 55850.1 0.7 -1.29138e+00 2.02080e-01 9.49044e-02 3.88000e-01 2.25518e+01 2.21850e-01 1.72151e-05 3.51767e-06 8.60589e-03 -2.71038e-07 -5.17340e-08 41 56.0689 0.0719 0.6208 -0.0066
SN: psc330015 153 0 NULL 1 0.2937 0.0010 0.2932 0.0010 -107.7560 0.0000 11.4990 0.0325 -10.7450 0.0596 9.9708 8.5719 5.3061 55869.3 0.5 8.14980e-01 7.32320e-01 -1.06580e-01 6.32607e-02 2.14288e+01 9.15756e-02 4.79331e-05 4.04288e-06 2.08144e-02 -2.34241e-06 -1.59732e-07 27 40.7251 0.0569 1.0000 0.0046
SN: psc330049 153 0 NULL 1 0.5145 0.0010 0.5139 0.0010 -126.7880 0.0000 9.1290 58.0180 -6.9960 58.0180 13.0607 9.1130 7.7593 55885.1 1.5 6.53810e-01 8.96490e-01 -1.37489e-01 6.20625e-02 2.27685e+01 7.88708e-02 1.47387e-05 1.07066e-06 2.45943e-02 -6.44328e-07 -4.88259e-08 29 20.9833 0.8598 0.9311 -0.0547
SN: psc330056 153 0 NULL 1 0.2605 0.0010 0.2607 0.0010 46.3366 0.0000 11.2400 0.0410 -11.3230 0.0647 28.0056 16.9116 16.7447 55890.4 0.3 -6.06206e-01 4.41960e-01 1.73120e-01 3.81375e-02 2.16930e+01 5.15831e-02 3.75505e-05 1.78402e-06 1.77150e-03 -1.76360e-07 -6.09589e-08 23 27.4511 0.2839 1.0000 0.0055
SN: psc330061 153 0 NULL 1 0.3204 0.0010 0.3206 0.0010 56.3858 0.0000 10.4730 0.1420 -8.9900 0.1505 15.5433 11.7967 9.6140 55883.5 0.4 -2.36155e+00 7.18830e-01 -8.99047e-02 5.78463e-02 2.19556e+01 7.71519e-02 2.95742e-05 2.10153e-06 2.21105e-02 -8.68945e-07 -1.08965e-07 24 32.0643 0.1562 1.0000 0.0021
SN: psc330103 153 0 NULL 1 0.4260 0.0010 0.4264 0.0010 79.3393 0.0000 11.4920 0.1750 -9.3130 0.1820 14.5774 14.1359 11.6224 55873.6 2.1 7.54950e-01 7.38600e-01 -1.13564e-01 7.54390e-02 2.20249e+01 1.41910e-01 2.83935e-05 3.71102e-06 2.14186e-02 -8.47056e-07 -2.51220e-07 24 38.4560 0.0417 0.9999 -0.0230
SN: psc340069 153 0 NULL 1 0.3632 0.0010 0.3635 0.0010 65.9652 0.0000 10.2680 0.1270 -999.0000 -999.0000 10.5110 10.1593 9.1532 55898.9 0.7 1.39273e+00 7.92820e-01 2.24080e-01 5.37437e-02 2.28106e+01 7.58091e-02 1.35628e-05 9.46992e-07 1.06990e-02 -3.85237e-07 -3.88549e-08 42 53.7685 0.1257 0.0734 -0.0064
SN: psc340115 153 0 NULL 1 0.5220 0.0010 0.5225 0.0010 91.5127 0.0000 11.4590 0.1450 -10.5280 0.1534 9.0505 8.9191 6.7268 55896.4 0.1 -2.88470e+00 8.32100e-01 2.60938e-02 5.99865e-02 2.29231e+01 7.18303e-02 1.28136e-05 8.47727e-07 8.78389e-03 -3.78665e-07 -3.00191e-08 44 45.7343 0.4000 0.9992 -0.0573
SN: psc340163 153 0 NULL 1 0.5681 0.0010 0.5686 0.0010 99.3408 0.0000 11.4450 0.1210 -10.8980 0.1309 8.6634 7.6445 4.7452 55902.2 1.1 5.26970e-01 9.31370e-01 1.01750e-01 7.74209e-02 2.33477e+01 9.55370e-02 8.78175e-06 7.72731e-07 1.72824e-02 -3.90986e-07 -4.14057e-08 50 40.7741 0.8208 0.9809 -0.0717
SN: psc350111 153 0 NULL 1 0.2537 0.0010 0.2541 0.0010 89.3371 0.0000 9.8510 0.3095 -10.1750 0.3135 43.9262 26.5678 24.5112 55943.6 0.4 -9.22790e-01 2.48100e-01 -2.51428e-03 2.84692e-02 2.13285e+01 3.87783e-02 5.25422e-05 1.87660e-06 4.20385e-04 -4.25792e-08 -4.48496e-08 34 29.8771 0.7137 1.0000 0.0053
SN: psc350181 153 0 NULL 1 0.4238 0.0010 0.4242 0.0010 77.3996 0.0000 10.8320 0.0750 -29.4450 0.0901 16.1296 11.5326 8.5935 55946.3 0.8 -3.09024e-01 6.20940e-01 -5.33650e-02 4.25060e-02 2.22218e+01 4.78165e-02 2.36652e-05 1.04223e-06 -1.44076e-03 -2.05750e-07 -2.68999e-08 40 39.4836 0.5381 1.0000 -0.0221
SN: psc350211 153 0 NULL 1 0.3611 0.0010 0.3617 0.0010 126.2361 0.0000 9.5490 0.2785 -11.3000 0.2830 15.2184 11.5557 6.0383 55925.8 0.7 -2.63512e-01 7.58760e-01 2.76806e-03 1.02250e-01 2.23348e+01 1.72680e-01 2.10134e-05 3.34205e-06 5.43618e-02 -2.06914e-06 -3.21285e-07 32 40.7432 0.1665 0.9995 -0.0060
SN: psc350219 153 0 NULL 1 0.3471 0.0010 0.3477 0.0010 121.7738 0.0000 9.6420 0.3130 -10.7450 0.3170 22.9319 22.1181 19.9230 55962.5 0.2 1.08141e+00 2.73400e-01 -2.68155e-02 2.96392e-02 2.17763e+01 4.08578e-02 3.50488e-05 1.31893e-06 2.47853e-03 -2.14524e-07 -3.09534e-08 45 72.2990 0.0079 1.0000 -0.0030
SN: psc350335 153 0 NULL 1 0.3494 0.0010 0.3497 0.0010 56.4453 0.0000 10.6140 0.2240 -10.5280 0.2295 16.4871 10.3276 9.3554 55949.1 0.9 -8.47859e-01 6.94830e-01 1.59000e-01 4.64280e-02 2.24640e+01 5.89250e-02 1.86104e-05 1.01002e-06 7.99743e-03 -2.66056e-07 -3.85076e-08 48 40.1605 0.8118 0.9956 -0.0034
SN: psc350356 153 0 NULL 1 0.3331 0.0010 0.3329 0.0010 -37.1849 0.0000 11.0140 0.2645 -10.4830 0.2692 22.4639 19.0202 12.3353 55948.7 1.0 9.71420e-01 8.21340e-01 2.92672e-02 4.43410e-02 2.19722e+01 4.92882e-02 2.91768e-05 1.32451e-06 1.41205e-02 -4.41293e-07 -4.89135e-08 12 14.3704 0.2777 0.9856 0.0002
SN: psc350390 153 0 NULL 1 0.4959 0.0010 0.4963 0.0010 79.2646 0.0000 11.4340 0.0535 -10.4290 0.0732 10.8360 8.3056 6.1913 55955.0 0.8 -2.06527e+00 7.66430e-01 3.93742e-02 5.69685e-02 2.29720e+01 5.92893e-02 1.21597e-05 6.64011e-07 1.13686e-03 -2.82101e-07 -1.61732e-08 54 38.2790 0.9579 0.9970 -0.0493
SN: psc350436 153 0 NULL 1 0.5205 0.0010 0.5214 0.0010 181.0165 0.0000 10.4260 0.1445 -9.6360 0.1529 13.5219 11.2472 6.6702 55946.5 1.2 6.70550e-01 7.86010e-01 -1.24599e-01 4.60178e-02 2.28382e+01 4.75108e-02 1.38518e-05 6.06141e-07 1.24641e-03 -1.81054e-07 -1.09296e-08 47 33.1642 0.9491 1.0000 -0.0570
SN: psc350583 153 0 NULL 1 0.3585 0.0010 0.3588 0.0010 73.9550 0.0000 10.8600 0.1120 -109.5430 0.1227 13.9087 13.7269 9.0655 55940.8 0.5 -1.47193e+00 5.87260e-01 4.14089e-02 5.11412e-02 2.19814e+01 6.94938e-02 2.90814e-05 1.86138e-06 1.25073e-02 -5.92525e-07 -8.08141e-08 43 58.8017 0.0670 1.0000 -0.0054
SN: psc350668 153 0 NULL 1 0.2130 0.0010 0.2133 0.0010 74.6886 0.0000 9.7970 0.1410 -999.0000 -999.0000 24.3223 21.7583 19.4468 55963.3 0.2 7.48666e-02 2.73960e-01 8.77279e-02 3.30067e-02 2.10307e+01 4.47721e-02 6.90776e-05 2.84853e-06 2.17302e-03 -4.59591e-07 -7.27390e-08 27 31.3348 0.3024 0.0000 0.0060
SN: psc350714 153 0 NULL 1 0.5248 0.0010 0.5254 0.0010 111.6029 0.0000 11.2610 0.2495 -10.7560 0.2545 10.4209 8.0944 5.2778 55946.7 1.1 -2.78398e+00 8.51650e-01 6.25656e-02 7.96380e-02 2.29185e+01 7.48585e-02 1.28784e-05 8.87929e-07 4.45619e-03 -2.29720e-07 -4.90858e-08 48 37.6550 0.8810 0.8312 -0.0582
SN: psc350771 153 0 NULL 1 0.5783 0.0010 0.5788 0.0010 89.5683 0.0000 11.4300 0.1150 -10.2480 0.1254 9.8618 7.7090 4.8772 55945.3 0.5 -1.58401e+00 5.36170e-01 -2.78099e-01 5.22019e-02 2.29850e+01 6.01292e-02 1.22958e-05 6.80956e-07 7.70898e-03 -1.77207e-07 -8.90971e-09 55 34.7975 0.9883 0.9995 -0.0744
SN: psc360014 153 0 NULL 1 0.4473 0.0010 0.4478 0.0010 94.5960 0.0000 11.6900 0.1015 -10.7450 0.1131 6.1278 5.8699 3.7358 55962.7 0.8 -2.51845e-01 8.80750e-01 7.01221e-02 4.27336e-02 2.28371e+01 9.54910e-02 1.35479e-05 1.19154e-06 1.12325e-02 -7.57799e-07 -2.10909e-08 49 56.6958 0.2395 0.9663 -0.0318
SN: psc360052 153 0 NULL 1 0.3148 0.0010 0.3153 0.0010 109.5797 0.0000 11.6340 0.0230 -15.5800 0.0550 20.7594 19.5639 17.1308 55968.4 0.3 -4.36465e-02 2.76340e-01 -1.00347e-01 3.37235e-02 2.12926e+01 4.31868e-02 5.44437e-05 2.16558e-06 2.72749e-03 -3.20734e-07 -5.59376e-08 39 64.5245 0.0083 1.0000 0.0026
SN: psc360067 153 0 NULL 1 0.5935 0.0010 0.5940 0.0010 92.5492 0.0000 11.7740 0.0790 -10.4290 0.0935 12.6041 8.6403 6.4016 55959.6 0.8 -8.95050e-01 7.07950e-01 -1.52497e-01 4.73395e-02 2.32431e+01 5.18186e-02 9.73034e-06 4.64397e-07 9.65059e-03 -2.03152e-07 -7.45744e-09 59 54.2168 0.6521 0.9887 -0.0784
SN: psc360106 153 0 NULL 1 0.3714 0.0010 0.3718 0.0010 80.0278 0.0000 11.2760 0.0880 -12.6250 0.1012 8.6349 7.4435 5.3800 55965.9 0.7 -8.00919e-01 7.24530e-01 8.53800e-03 7.86946e-02 2.22923e+01 1.00750e-01 2.18966e-05 2.03185e-06 3.36023e-02 -1.09484e-06 -1.31089e-07 48 51.1907 0.3877 1.0000 -0.0082
SN: psc360123 153 0 NULL 1 0.1972 0.0010 0.1973 0.0010 36.7739 0.0000 10.6700 0.1705 -999.0000 -999.0000 34.3653 34.0165 27.8319 55979.5 0.2 -7.66241e-01 1.86990e-01 -4.92769e-02 3.01266e-02 2.05061e+01 3.59640e-02 1.11831e-04 3.70431e-06 2.57257e-04 -2.25803e-07 -8.81175e-08 10 13.0374 0.2909 0.0000 0.0075
SN: psc360136 153 0 NULL 1 0.3870 0.0010 0.3873 0.0010 60.6200 0.0000 10.1550 0.1740 -9.4000 0.1810 13.0766 6.9007 6.1011 55970.3 0.3 5.30850e-01 4.86040e-01 -4.45339e-03 5.55211e-02 2.25919e+01 7.01199e-02 1.66764e-05 1.07701e-06 1.07399e-02 -3.41936e-07 -4.62307e-08 54 39.2972 0.9457 1.0000 -0.0122
SN: psc360147 153 0 NULL 1 0.3834 0.0010 0.3837 0.0010 67.4278 0.0000 11.8820 0.2130 -999.0000 -999.0000 10.0464 8.9956 4.0402 55969.4 1.0 8.90010e-01 8.54370e-01 1.27120e-01 7.75779e-02 2.22963e+01 9.08374e-02 2.18758e-05 1.83022e-06 2.02574e-02 -1.00204e-06 -9.76057e-08 24 34.2302 0.1031 0.1639 -0.0112
SN: psc360154 153 0 NULL 1 0.4267 0.0010 0.4274 0.0010 148.5364 0.0000 11.2220 0.0630 -999.0000 -999.0000 12.6719 10.7795 7.2252 55972.5 0.7 -4.76083e-01 6.12470e-01 2.19210e-01 6.74915e-02 2.30645e+01 7.24877e-02 1.09032e-05 7.27936e-07 5.04369e-03 -1.96283e-07 -3.70532e-08 45 50.2475 0.3089 0.4359 -0.0234
SN: psc360162 153 0 NULL 1 0.4853 0.0010 0.4861 0.0010 169.4722 0.0000 10.1850 0.4090 -999.0000 -999.0000 14.2852 10.9485 6.8691 55975.8 0.7 1.87420e-01 7.67450e-01 -3.68391e-02 5.74648e-02 2.26619e+01 5.79862e-02 1.61335e-05 8.61647e-07 5.27575e-03 -4.10044e-07 -1.87190e-08 40 47.5817 0.2224 0.1277 -0.0462
SN: psc360263 153 0 NULL 1 0.3619 0.0010 0.3623 0.0010 75.9719 0.0000 11.9320 0.1300 -25.1080 0.1393 10.0078 6.4870 5.4874 55964.7 0.5 -2.50669e+00 5.21840e-01 -1.25883e-01 6.73473e-02 2.23676e+01 8.77803e-02 2.03894e-05 1.64846e-06 1.64114e-02 -5.20523e-07 -8.88166e-08 48 50.9681 0.3961 0.9998 -0.0062
SN: psc360276 153 0 NULL 1 0.3212 0.0010 0.3214 0.0010 49.9491 0.0000 9.9610 0.1050 -16.1670 0.1163 19.4213 17.1998 15.9297 55984.8 0.3 3.26940e-02 2.83060e-01 -7.67722e-02 3.32847e-02 2.16520e+01 3.86769e-02 3.91195e-05 1.39354e-06 2.95971e-04 -1.70632e-07 -2.90692e-08 48 41.2698 0.7757 1.0000 0.0020
SN: psc360285 153 0 NULL 1 0.5277 0.0010 0.5282 0.0010 95.0203 0.0000 9.2480 0.2825 -999.0000 -999.0000 10.2129 7.5507 5.5318 55975.0 1.1 -8.50390e-01 8.05190e-01 4.56289e-02 7.64152e-02 2.31571e+01 7.97349e-02 1.03465e-05 7.59831e-07 1.71204e-02 -3.26263e-07 -2.94245e-08 31 29.4897 0.5437 0.2506 -0.0591
SN: psc360346 153 0 NULL 1 0.3618 0.0010 0.3620 0.0010 45.1728 0.0000 10.7660 0.3210 -999.0000 -999.0000 12.8949 9.5337 6.6165 55975.1 1.0 -3.56470e-01 6.73530e-01 6.15436e-02 5.51383e-02 2.22508e+01 6.98584e-02 2.27047e-05 1.46086e-06 5.12253e-03 -4.29282e-07 -6.08286e-08 37 47.2643 0.1441 0.0152 -0.0061
SN: psc360440 153 0 NULL 1 0.5067 0.0010 0.5076 0.0010 177.0386 0.0000 11.1710 0.2005 -9.7570 0.2066 5.7465 5.7440 5.1565 55960.7 0.8 -1.16181e+00 8.04890e-01 -1.18632e-01 6.30020e-02 2.29171e+01 8.72551e-02 1.28305e-05 1.03112e-06 1.07049e-02 -5.63712e-07 -2.27179e-08 47 35.8140 0.9029 0.9998 -0.0528
SN: psc360526 153 0 NULL 1 0.3111 0.0010 0.3116 0.0010 108.3300 0.0000 11.4260 0.0305 -999.0000 -999.0000 7.4706 6.2005 5.6079 55983.9 1.1 -2.07624e+00 9.14320e-01 1.80130e-01 6.75308e-02 2.27933e+01 9.97980e-02 1.36618e-05 1.25576e-06 1.65837e-02 -5.22739e-07 -4.53798e-08 38 41.1964 0.3747 0.0026 0.0029
SN: psc360647 153 0 NULL 1 0.4829 0.0010 0.4832 0.0010 58.6689 0.0000 10.7380 0.5275 -8.3660 0.5299 13.5980 10.0442 8.6221 55994.7 0.5 -1.19878e-01 5.72010e-01 -1.52786e-01 4.18164e-02 2.24459e+01 6.08851e-02 1.96686e-05 1.10296e-06 6.34296e-03 -4.72708e-07 -2.34049e-08 49 49.3347 0.5000 1.0000 -0.0453
SN: psc360701 153 0 NULL 1 0.4269 0.0010 0.4272 0.0010 67.8774 0.0000 10.7390 0.2755 -10.3340 0.2800 18.2901 9.8861 9.6936 55992.0 0.4 8.90320e-01 4.74070e-01 2.78025e-02 3.86512e-02 2.23209e+01 5.73316e-02 2.16256e-05 1.14192e-06 5.81858e-03 -4.10783e-07 -2.73631e-08 50 52.7720 0.4054 1.0000 -0.0233
SN: psc360735 153 0 NULL 1 0.4297 0.0010 0.4301 0.0010 87.0225 0.0000 11.2570 0.1455 -9.1560 0.1539 14.2855 12.5236 12.4520 55985.2 0.5 -8.59361e-01 4.01560e-01 -1.64856e-01 4.05416e-02 2.25640e+01 4.49989e-02 1.73066e-05 7.17280e-07 9.09960e-05 -1.52963e-07 -8.72989e-09 47 51.8703 0.2897 1.0000 -0.0245
SN: psc370081 153 0 NULL 1 0.3445 0.0010 0.3448 0.0010 62.7182 0.0000 10.0280 0.2095 -10.1330 0.2154 17.2294 15.4083 14.3920 55994.8 0.5 -3.50849e-01 8.08790e-01 -5.46821e-02 4.96638e-02 2.18944e+01 7.76646e-02 3.14183e-05 2.24741e-06 2.40076e-02 -1.54757e-06 -8.66613e-08 16 15.9167 0.5298 1.0000 -0.0024
SN: psc370096 153 0 NULL 1 0.4734 0.0010 0.4742 0.0010 165.7183 0.0000 9.2460 0.2450 -35.9520 0.2500 18.4586 14.7149 9.5488 55995.5 0.6 2.20135e+00 6.13350e-01 7.83516e-03 4.25551e-02 2.26024e+01 6.18993e-02 1.69847e-05 9.68319e-07 2.40877e-03 -4.61878e-07 -1.99974e-08 40 34.7092 0.7451 1.0000 -0.0425
SN: psc370119 153 0 NULL 1 0.6196 0.0010 0.6203 0.0010 130.9242 0.0000 11.2630 0.4610 -999.0000 -999.0000 6.5382 5.1939 5.1029 55994.9 1.1 -5.27734e-02 9.29580e-01 -2.42509e-02 6.58974e-02 2.31128e+01 8.96354e-02 1.10270e-05 9.10357e-07 7.79841e-03 -6.53400e-07 -1.66335e-08 68 67.8014 0.5182 0.2665 -0.0839
SN: psc370161 153 0 NULL 1 0.4092 0.0010 0.4095 0.0010 62.7275 0.0000 9.1390 0.2940 -8.0470 0.2982 18.4195 13.6388 8.9393 55996.1 0.5 4.69330e-01 4.43540e-01 9.53149e-02 4.18344e-02 2.25984e+01 5.69966e-02 1.66683e-05 8.75016e-07 4.63118e-03 -2.66368e-07 -2.45255e-08 49 39.8853 0.8464 1.0000 -0.0181
SN: psc370307 153 0 NULL 1 0.2039 0.0010 0.2041 0.0010 38.8524 0.0000 10.9630 0.0165 -999.0000 -999.0000 54.9916 41.5059 21.8502 56000.6 0.1 -1.88003e+00 3.04550e-01 3.07984e-04 3.80323e-02 2.06653e+01 3.35610e-02 9.66392e-05 2.98720e-06 5.29051e-04 -1.15578e-07 -8.16550e-08 5 11.2505 0.0809 0.0000 0.0069
SN: psc370321 153 0 NULL 1 0.4231 0.0010 0.4235 0.0010 77.4564 0.0000 10.6270 0.3485 -999.0000 -999.0000 15.3205 13.3312 8.5464 56012.9 1.0 -3.99789e-01 7.97240e-01 3.75851e-02 5.25495e-02 2.23066e+01 6.66825e-02 2.18831e-05 1.34399e-06 4.58682e-03 -2.96928e-07 -4.20952e-08 11 7.0566 0.8538 0.4691 -0.0219
SN: psc370332 153 0 NULL 1 0.5127 0.0010 0.5131 0.0010 82.4260 0.0000 11.1720 0.0495 -10.6830 0.0704 9.9369 6.3385 5.5183 55995.5 0.7 -2.32867e+00 6.48250e-01 -1.93284e-01 6.72535e-02 2.28419e+01 9.01149e-02 1.37725e-05 1.14310e-06 1.36311e-02 -5.20487e-07 -2.98622e-08 55 49.9210 0.7030 1.0000 -0.0544
